item_name,base_price,freshness,days_old,stock,demand_score,market_noise,time_of_day,season,is_weekend,dynamic_price,price_change,scenario,created_at
cabbage,28,68.0,4,74,1.15,0.91,afternoon,monsoon,False,25.99,-2.01,normal_market,2026-05-12T10:22:38.333228
carrot,35,70.0,3,93,1.64,0.96,afternoon,winter,True,38.37,3.37,normal_market,2026-05-09T08:22:38.333240
potato,20,100.0,0,7,1.78,0.98,morning,summer,True,29.0,9.0,scarcity_price_surge,2026-05-12T05:22:38.333252
tomato,30,64.0,2,77,1.35,0.92,morning,winter,True,30.36,0.36,weekend_peak_demand,2026-05-09T23:22:38.333263
onion,25,80.0,5,116,1.59,1.12,afternoon,winter,True,28.65,3.65,normal_market,2026-05-09T13:22:38.333275
potato,20,88.0,4,37,1.23,0.96,morning,summer,False,24.05,4.05,normal_market,2026-05-09T21:22:38.333287
tomato,30,82.0,1,43,1.64,0.77,morning,monsoon,False,36.64,6.64,normal_market,2026-05-09T12:22:38.333299
tomato,30,10.0,5,49,0.53,1.08,evening,winter,True,17.13,-12.87,clearance_low_freshness,2026-05-12T11:22:38.333311
banana,40,100.0,0,115,1.36,1.1,evening,monsoon,False,51.81,11.81,normal_market,2026-05-10T03:22:38.333322
carrot,35,100.0,0,86,1.31,0.93,afternoon,monsoon,False,35.01,0.01,normal_market,2026-05-12T16:22:38.333335
banana,40,64.0,3,66,1.21,1.13,afternoon,winter,True,45.55,5.55,normal_market,2026-05-12T19:22:38.333347
banana,40,40.0,5,82,1.1,0.94,evening,winter,True,26.75,-13.25,normal_market,2026-05-11T01:22:38.333359
banana,40,52.0,4,95,1.2,0.9,morning,winter,True,28.39,-11.61,weekend_peak_demand,2026-05-13T05:22:38.333371
tomato,30,64.0,2,39,1.8,1.18,morning,monsoon,True,43.5,13.5,weekend_peak_demand,2026-05-11T13:22:38.333383
cabbage,28,68.0,4,56,1.09,0.89,afternoon,summer,False,24.98,-3.02,normal_market,2026-05-11T23:22:38.333394
apple,120,95.0,1,16,1.56,1.07,evening,winter,False,174.0,54.0,normal_market,2026-05-11T06:22:38.333406
potato,20,91.0,3,42,1.35,0.98,afternoon,monsoon,True,24.63,4.63,normal_market,2026-05-11T20:22:38.333417
mango,150,25.0,5,52,0.58,1.23,morning,monsoon,False,114.29,-35.71,temporary_market_spike,2026-05-10T08:22:38.333429
carrot,35,50.0,5,101,1.22,1.16,morning,summer,True,31.67,-3.33,weekend_peak_demand,2026-05-11T15:22:38.333441
cabbage,28,76.0,3,34,2.04,0.88,morning,winter,True,40.6,12.6,weekend_peak_demand,2026-05-10T16:22:38.333453
cabbage,28,68.0,4,86,1.57,0.98,morning,winter,False,31.86,3.86,normal_market,2026-05-12T06:22:38.333465
mango,150,55.0,3,32,1.74,0.78,afternoon,winter,True,126.53,-23.47,normal_market,2026-05-12T11:22:38.333477
onion,25,96.0,1,6,1.45,1.03,evening,winter,True,36.25,11.25,normal_market,2026-05-10T03:22:38.333488
apple,120,95.0,1,114,1.3,0.94,afternoon,summer,True,117.46,-2.54,normal_market,2026-05-12T23:22:38.333500
onion,25,80.0,5,85,1.5,1.12,afternoon,summer,False,27.99,2.99,normal_market,2026-05-11T20:22:38.333512
onion,25,96.0,1,52,1.68,1.0,morning,monsoon,True,36.25,11.25,weekend_peak_demand,2026-05-13T05:22:38.333523
apple,120,100.0,0,97,1.79,0.96,morning,summer,True,147.23,27.23,weekend_peak_demand,2026-05-11T06:22:38.333535
apple,120,85.0,3,107,1.14,1.01,afternoon,winter,False,113.4,-6.6,normal_market,2026-05-09T15:22:38.333546
tomato,30,100.0,0,86,1.54,0.91,evening,monsoon,False,39.78,9.78,normal_market,2026-05-10T19:22:38.333558
carrot,35,100.0,0,106,2.78,0.98,morning,winter,True,50.75,15.75,weekend_peak_demand,2026-05-13T03:22:38.333574
cabbage,28,52.0,6,58,1.12,1.13,afternoon,monsoon,True,28.32,0.32,normal_market,2026-05-12T21:22:38.333586
potato,20,97.0,1,19,1.53,0.97,afternoon,winter,False,29.0,9.0,normal_market,2026-05-11T06:22:38.333597
carrot,35,100.0,0,21,1.72,0.99,afternoon,monsoon,True,50.56,15.56,normal_market,2026-05-10T12:22:38.333609
apple,120,95.0,1,19,1.27,1.0,morning,winter,True,174.0,54.0,weekend_peak_demand,2026-05-12T16:22:38.333621
tomato,30,46.0,3,51,1.16,1.19,afternoon,monsoon,False,36.29,6.29,temporary_market_spike,2026-05-11T01:22:38.333632
mango,150,70.0,2,87,1.76,1.21,afternoon,summer,True,213.5,63.5,temporary_market_spike,2026-05-11T17:22:38.333644
apple,120,75.0,5,55,1.46,1.1,morning,monsoon,False,161.67,41.67,normal_market,2026-05-12T14:22:38.333655
onion,25,92.0,2,78,1.42,1.0,morning,monsoon,True,33.81,8.81,weekend_peak_demand,2026-05-11T08:22:38.333667
cabbage,28,100.0,0,61,1.68,1.06,morning,monsoon,True,40.6,12.6,weekend_peak_demand,2026-05-12T00:22:38.333678
tomato,30,10.0,5,116,0.54,0.79,morning,monsoon,False,13.5,-16.5,waste_prevention_discount,2026-05-11T15:22:38.333690
tomato,30,10.0,5,92,0.57,0.92,afternoon,monsoon,False,13.5,-16.5,waste_prevention_discount,2026-05-12T17:22:38.333702
mango,150,40.0,4,106,0.9,0.85,morning,winter,True,83.06,-66.94,weekend_peak_demand,2026-05-10T14:22:38.333714
tomato,30,10.0,5,89,0.58,1.07,afternoon,monsoon,False,15.47,-14.53,waste_prevention_discount,2026-05-11T13:22:38.333725
banana,40,52.0,4,98,1.21,0.92,afternoon,winter,True,27.71,-12.29,normal_market,2026-05-10T14:22:38.333738
apple,120,95.0,1,91,1.31,1.09,morning,summer,True,143.4,23.4,weekend_peak_demand,2026-05-12T05:22:38.333749
potato,20,94.0,2,44,1.51,0.97,morning,winter,False,27.2,7.2,normal_market,2026-05-12T09:22:38.333761
onion,25,84.0,4,93,1.32,0.92,evening,winter,True,24.29,-0.71,normal_market,2026-05-09T14:22:38.333772
tomato,30,10.0,5,80,0.7,1.21,evening,monsoon,True,24.0,-6.0,waste_prevention_discount,2026-05-10T08:22:38.333784
cabbage,28,92.0,1,120,1.57,0.97,afternoon,winter,True,35.21,7.21,normal_market,2026-05-11T06:22:38.333795
cabbage,28,60.0,5,111,1.17,1.1,evening,summer,True,26.37,-1.63,normal_market,2026-05-13T02:22:38.333807
potato,20,97.0,1,60,1.53,1.06,evening,monsoon,False,29.0,9.0,normal_market,2026-05-12T09:22:38.333818
banana,40,52.0,4,23,1.14,0.98,morning,summer,False,37.06,-2.94,normal_market,2026-05-13T05:22:38.333829
carrot,35,50.0,5,46,0.93,1.03,morning,summer,False,31.5,-3.5,normal_market,2026-05-09T15:22:38.333842
potato,20,94.0,2,15,1.23,1.01,afternoon,monsoon,True,28.76,8.76,normal_market,2026-05-10T18:22:38.333853
potato,20,91.0,3,50,1.26,1.09,morning,monsoon,True,28.06,8.06,weekend_peak_demand,2026-05-11T03:22:38.333867
carrot,35,90.0,1,114,1.61,1.0,afternoon,monsoon,True,38.37,3.37,normal_market,2026-05-12T16:22:38.333879
potato,20,94.0,2,12,1.61,0.96,afternoon,summer,True,29.0,9.0,scarcity_price_surge,2026-05-11T14:22:38.333890
banana,40,88.0,1,18,1.25,0.98,evening,winter,False,58.0,18.0,normal_market,2026-05-13T01:22:38.333901
mango,150,70.0,2,100,1.52,0.98,morning,monsoon,True,144.85,-5.15,weekend_peak_demand,2026-05-13T06:22:38.333913
tomato,30,0,6,96,0.53,0.79,evening,monsoon,False,13.5,-16.5,waste_prevention_discount,2026-05-12T00:22:38.333924
banana,40,52.0,4,27,1.13,0.95,evening,monsoon,False,36.84,-3.16,normal_market,2026-05-12T03:22:38.333935
onion,25,76.0,6,113,1.49,1.02,evening,winter,False,26.73,1.73,normal_market,2026-05-10T17:22:38.333947
mango,150,55.0,3,25,1.11,1.19,evening,winter,True,176.24,26.24,temporary_market_spike,2026-05-09T10:22:38.333959
banana,40,28.0,6,68,0.71,1.16,morning,monsoon,True,30.96,-9.04,weekend_peak_demand,2026-05-10T16:22:38.333971
carrot,35,50.0,5,10,1.08,0.87,afternoon,summer,True,30.48,-4.52,normal_market,2026-05-09T08:22:38.333982
potato,20,91.0,3,82,1.32,1.05,evening,monsoon,False,23.18,3.18,normal_market,2026-05-12T15:22:38.333994
apple,120,90.0,2,82,1.5,0.94,morning,monsoon,False,126.21,6.21,normal_market,2026-05-12T19:22:38.334006
cabbage,28,92.0,1,80,1.52,1.09,afternoon,winter,False,40.6,12.6,normal_market,2026-05-10T01:22:38.334017
cabbage,28,52.0,6,68,1.15,1.03,evening,winter,True,33.18,5.18,normal_market,2026-05-12T00:22:38.334029
cabbage,28,68.0,4,58,1.39,0.94,evening,winter,False,36.57,8.57,normal_market,2026-05-11T12:22:38.334040
banana,40,76.0,2,70,1.45,0.99,evening,winter,False,50.1,10.1,normal_market,2026-05-10T07:22:38.334051
banana,40,64.0,3,104,1.26,1.06,afternoon,monsoon,False,35.53,-4.47,normal_market,2026-05-10T10:22:38.334063
mango,150,55.0,3,12,1.35,1.27,evening,summer,True,217.5,67.5,temporary_market_spike,2026-05-11T19:22:38.334074
onion,25,96.0,1,83,1.65,1.1,afternoon,summer,False,31.58,6.58,normal_market,2026-05-12T16:22:38.334086
cabbage,28,100.0,0,60,1.97,0.95,evening,winter,True,40.6,12.6,normal_market,2026-05-12T04:22:38.334097
apple,120,90.0,2,24,1.73,0.9,morning,monsoon,True,156.21,36.21,weekend_peak_demand,2026-05-12T01:22:38.334109
mango,150,10.0,6,32,0.54,0.91,morning,winter,True,70.42,-79.58,weekend_peak_demand,2026-05-09T09:22:38.334121
potato,20,100.0,0,108,1.33,0.96,afternoon,monsoon,False,20.76,0.76,normal_market,2026-05-10T07:22:38.334133
carrot,35,100.0,0,40,1.88,0.85,morning,monsoon,True,47.38,12.38,weekend_peak_demand,2026-05-12T01:22:38.334144
onion,25,76.0,6,51,1.32,1.07,morning,monsoon,False,31.77,6.77,normal_market,2026-05-12T04:22:38.334155
mango,150,10.0,6,83,0.59,1.11,morning,summer,False,84.56,-65.44,waste_prevention_discount,2026-05-10T02:22:38.334167
tomato,30,10.0,5,104,0.36,0.94,evening,winter,False,13.5,-16.5,waste_prevention_discount,2026-05-11T00:22:38.334179
onion,25,80.0,5,29,1.53,0.98,afternoon,winter,False,30.1,5.1,normal_market,2026-05-10T00:22:38.334190
tomato,30,0,6,113,0.35,0.89,evening,winter,False,13.5,-16.5,waste_prevention_discount,2026-05-11T15:22:38.334201
onion,25,80.0,5,86,1.11,0.93,afternoon,summer,True,20.88,-4.12,normal_market,2026-05-12T12:22:38.334213
mango,150,25.0,5,94,0.51,0.8,morning,winter,False,67.5,-82.5,waste_prevention_discount,2026-05-12T12:22:38.334225
carrot,35,50.0,5,22,0.82,0.97,afternoon,summer,False,27.3,-7.7,normal_market,2026-05-10T16:22:38.334237
banana,40,52.0,4,68,0.95,1.14,evening,summer,False,41.91,1.91,normal_market,2026-05-13T00:22:38.334248
apple,120,70.0,6,70,1.53,1.04,evening,monsoon,False,154.65,34.65,normal_market,2026-05-12T00:22:38.334260
carrot,35,40.0,6,54,1.18,0.89,morning,summer,True,26.89,-8.11,weekend_peak_demand,2026-05-11T13:22:38.334272
apple,120,80.0,4,28,1.29,1.07,afternoon,monsoon,True,147.95,27.95,normal_market,2026-05-11T08:22:38.334284
onion,25,92.0,2,52,1.48,1.03,afternoon,summer,True,33.7,8.7,normal_market,2026-05-11T05:22:38.334296
tomato,30,64.0,2,9,1.35,0.81,evening,summer,False,31.62,1.62,normal_market,2026-05-11T17:22:38.334307
tomato,30,46.0,3,80,1.01,0.78,morning,winter,False,20.26,-9.74,normal_market,2026-05-11T12:22:38.334318
tomato,30,46.0,3,15,1.01,0.84,afternoon,winter,True,23.89,-6.11,normal_market,2026-05-12T17:22:38.334330
apple,120,75.0,5,78,1.3,0.92,morning,monsoon,True,129.51,9.51,weekend_peak_demand,2026-05-10T11:22:38.334341
carrot,35,50.0,5,31,1.24,0.87,afternoon,summer,True,27.75,-7.25,normal_market,2026-05-09T23:22:38.334353
banana,40,28.0,6,55,0.61,0.96,afternoon,winter,True,23.6,-16.4,normal_market,2026-05-13T05:22:38.334365
banana,40,88.0,1,34,1.65,1.03,evening,winter,True,58.0,18.0,normal_market,2026-05-12T12:22:38.334377
mango,150,25.0,5,41,0.81,0.81,evening,summer,False,98.56,-51.44,normal_market,2026-05-12T09:22:38.334388
tomato,30,82.0,1,60,1.54,1.05,morning,summer,False,41.28,11.28,normal_market,2026-05-12T15:22:38.334400
apple,120,100.0,0,116,2.05,1.03,evening,summer,False,172.73,52.73,normal_market,2026-05-10T09:22:38.334411
tomato,30,0,6,63,0.44,0.93,morning,summer,True,13.5,-16.5,weekend_peak_demand,2026-05-10T17:22:38.334422
mango,150,40.0,4,87,1.57,0.86,evening,summer,True,123.13,-26.87,normal_market,2026-05-09T17:22:38.334434
potato,20,100.0,0,36,1.33,1.08,afternoon,monsoon,False,28.49,8.49,normal_market,2026-05-12T15:22:38.334446
onion,25,76.0,6,117,1.04,0.88,morning,winter,False,19.78,-5.22,normal_market,2026-05-11T00:22:38.334457
apple,120,100.0,0,37,1.56,1.07,morning,monsoon,False,174.0,54.0,normal_market,2026-05-12T02:22:38.334468
onion,25,80.0,5,116,1.09,1.11,afternoon,monsoon,False,24.77,-0.23,normal_market,2026-05-09T17:22:38.334480
mango,150,10.0,6,47,0.57,1.13,evening,summer,False,107.24,-42.76,clearance_low_freshness,2026-05-10T02:22:38.334491
carrot,35,80.0,2,94,2.1,0.89,morning,winter,True,44.62,9.62,weekend_peak_demand,2026-05-10T02:22:38.334503
apple,120,85.0,3,21,1.23,0.94,afternoon,monsoon,False,132.04,12.04,normal_market,2026-05-11T15:22:38.334515
onion,25,100.0,0,62,1.72,1.11,morning,monsoon,True,36.25,11.25,weekend_peak_demand,2026-05-12T04:22:38.334526
mango,150,10.0,6,102,0.62,1.23,morning,summer,False,94.67,-55.33,waste_prevention_discount,2026-05-11T01:22:38.334538
carrot,35,70.0,3,96,1.55,1.07,morning,monsoon,False,37.19,2.19,normal_market,2026-05-10T08:22:38.334549
carrot,35,50.0,5,112,1.19,1.11,afternoon,summer,True,28.62,-6.38,normal_market,2026-05-11T19:22:38.334560
tomato,30,100.0,0,22,1.6,1.17,evening,winter,False,43.5,13.5,normal_market,2026-05-12T13:22:38.334572
tomato,30,0,6,105,0.4,1.19,evening,summer,True,13.5,-16.5,waste_prevention_discount,2026-05-10T00:22:38.334583
carrot,35,70.0,3,40,1.26,0.94,afternoon,summer,False,35.11,0.11,normal_market,2026-05-11T01:22:38.334595
carrot,35,60.0,4,93,1.46,0.86,evening,winter,True,32.93,-2.07,normal_market,2026-05-13T01:22:38.334607
tomato,30,64.0,2,94,1.03,1.23,evening,summer,False,31.26,1.26,temporary_market_spike,2026-05-12T08:22:38.334619
onion,25,100.0,0,80,2.0,1.0,evening,summer,True,36.25,11.25,normal_market,2026-05-11T18:22:38.334630
apple,120,85.0,3,46,1.12,0.95,afternoon,monsoon,False,129.32,9.32,normal_market,2026-05-10T11:22:38.334641
onion,25,76.0,6,111,1.45,0.9,evening,summer,False,23.34,-1.66,normal_market,2026-05-11T08:22:38.334653
banana,40,52.0,4,110,0.94,0.97,evening,summer,False,29.15,-10.85,normal_market,2026-05-10T04:22:38.334664
banana,40,64.0,3,100,1.32,1.16,evening,summer,True,42.69,2.69,normal_market,2026-05-12T18:22:38.334676
carrot,35,80.0,2,54,1.6,1.07,morning,monsoon,True,49.18,14.18,weekend_peak_demand,2026-05-10T23:22:38.334688
onion,25,100.0,0,69,1.95,1.11,evening,monsoon,False,36.25,11.25,normal_market,2026-05-11T05:22:38.334699
banana,40,28.0,6,27,0.75,1.16,afternoon,summer,True,29.87,-10.13,normal_market,2026-05-12T14:22:38.334711
apple,120,85.0,3,68,1.61,1.08,afternoon,summer,False,167.88,47.88,normal_market,2026-05-11T13:22:38.334723
tomato,30,64.0,2,23,1.11,1.1,evening,winter,True,34.9,4.9,normal_market,2026-05-09T21:22:38.334734
apple,120,80.0,4,68,1.43,1.0,morning,monsoon,False,150.79,30.79,normal_market,2026-05-11T16:22:38.334745
tomato,30,100.0,0,40,1.92,1.11,afternoon,summer,True,43.5,13.5,normal_market,2026-05-12T10:22:38.334760
mango,150,55.0,3,26,1.52,1.23,afternoon,summer,False,217.5,67.5,temporary_market_spike,2026-05-12T19:22:38.334771
carrot,35,100.0,0,96,1.33,1.15,afternoon,summer,False,43.53,8.53,normal_market,2026-05-10T00:22:38.334783
carrot,35,50.0,5,44,1.12,1.0,afternoon,winter,False,36.37,1.37,normal_market,2026-05-10T17:22:38.334794
apple,120,80.0,4,8,1.67,0.9,evening,summer,True,170.76,50.76,scarcity_price_surge,2026-05-10T20:22:38.334806
apple,120,75.0,5,73,1.19,0.91,morning,monsoon,True,124.23,4.23,weekend_peak_demand,2026-05-11T22:22:38.334818
cabbage,28,84.0,2,107,1.82,1.12,afternoon,winter,False,40.6,12.6,normal_market,2026-05-12T00:22:38.334829
banana,40,64.0,3,76,1.3,0.95,evening,winter,False,42.41,2.41,normal_market,2026-05-11T13:22:38.334841
banana,40,52.0,4,116,1.05,0.87,afternoon,winter,False,25.02,-14.98,normal_market,2026-05-12T22:22:38.334852
potato,20,85.0,5,104,1.64,1.08,afternoon,monsoon,True,23.12,3.12,normal_market,2026-05-09T17:22:38.334865
banana,40,28.0,6,107,0.78,0.9,afternoon,winter,True,19.19,-20.81,waste_prevention_discount,2026-05-11T14:22:38.334876
carrot,35,60.0,4,53,1.13,1.13,afternoon,summer,True,37.81,2.81,normal_market,2026-05-13T05:22:38.334888
tomato,30,46.0,3,67,1.06,1.14,evening,monsoon,False,36.47,6.47,normal_market,2026-05-11T01:22:38.334900
cabbage,28,60.0,5,20,1.49,1.07,morning,summer,False,33.2,5.2,normal_market,2026-05-11T03:22:38.334911
banana,40,40.0,5,62,1.0,0.85,afternoon,summer,True,26.52,-13.48,normal_market,2026-05-11T14:22:38.334923
banana,40,64.0,3,99,1.54,0.84,morning,summer,False,31.87,-8.13,normal_market,2026-05-12T06:22:38.334934
onion,25,84.0,4,11,1.4,1.02,evening,monsoon,False,36.25,11.25,normal_market,2026-05-11T22:22:38.334946
mango,150,100.0,0,21,2.04,0.84,morning,monsoon,True,208.29,58.29,weekend_peak_demand,2026-05-09T22:22:38.334957
tomato,30,10.0,5,116,0.48,1.12,evening,summer,False,14.32,-15.68,waste_prevention_discount,2026-05-10T02:22:38.334969
mango,150,25.0,5,8,0.68,1.04,evening,monsoon,True,118.23,-31.77,normal_market,2026-05-12T08:22:38.334981
apple,120,80.0,4,111,1.38,1.06,evening,summer,True,133.02,13.02,normal_market,2026-05-10T11:22:38.334992
tomato,30,0,6,17,0.32,1.1,evening,winter,False,16.31,-13.69,clearance_low_freshness,2026-05-11T02:22:38.335004
onion,25,96.0,1,21,1.4,1.02,morning,winter,True,35.15,10.15,weekend_peak_demand,2026-05-11T18:22:38.335016
onion,25,80.0,5,101,1.26,0.93,morning,monsoon,True,22.87,-2.13,weekend_peak_demand,2026-05-11T16:22:38.335027
carrot,35,90.0,1,85,1.63,1.11,afternoon,summer,False,42.8,7.8,normal_market,2026-05-10T13:22:38.335038
banana,40,88.0,1,75,1.48,1.13,afternoon,summer,True,57.71,17.71,normal_market,2026-05-09T08:22:38.335050
potato,20,85.0,5,75,1.24,1.0,afternoon,monsoon,True,23.48,3.48,normal_market,2026-05-10T02:22:38.335062
mango,150,55.0,3,39,1.07,1.09,evening,monsoon,True,159.56,9.56,normal_market,2026-05-12T09:22:38.335073
carrot,35,40.0,6,39,1.38,1.09,afternoon,winter,True,39.12,4.12,normal_market,2026-05-11T12:22:38.335085
cabbage,28,92.0,1,9,1.76,1.04,morning,winter,False,40.6,12.6,scarcity_price_surge,2026-05-11T11:22:38.335096
onion,25,96.0,1,81,2.05,1.04,evening,winter,True,35.49,10.49,normal_market,2026-05-11T15:22:38.335108
carrot,35,70.0,3,44,1.37,1.09,evening,summer,False,45.32,10.32,normal_market,2026-05-09T20:22:38.335119
tomato,30,100.0,0,105,1.83,1.02,morning,monsoon,False,43.5,13.5,normal_market,2026-05-12T15:22:38.335131
mango,150,100.0,0,7,1.91,0.75,afternoon,summer,False,217.5,67.5,scarcity_price_surge,2026-05-09T11:22:38.335142
apple,120,100.0,0,62,1.48,1.07,afternoon,summer,True,174.0,54.0,normal_market,2026-05-12T06:22:38.335154
tomato,30,46.0,3,44,1.04,0.77,morning,summer,False,20.18,-9.82,normal_market,2026-05-09T16:22:38.335165
potato,20,88.0,4,26,1.25,1.04,morning,winter,True,26.2,6.2,weekend_peak_demand,2026-05-11T09:22:38.335177
potato,20,100.0,0,11,1.22,1.1,morning,summer,False,29.0,9.0,normal_market,2026-05-10T17:22:38.335188
potato,20,94.0,2,98,1.92,1.03,evening,monsoon,False,26.96,6.96,normal_market,2026-05-11T01:22:38.335199
carrot,35,100.0,0,82,1.68,0.91,afternoon,summer,True,37.73,2.73,normal_market,2026-05-13T03:22:38.335210
carrot,35,70.0,3,50,1.37,0.88,evening,winter,False,43.17,8.17,normal_market,2026-05-09T06:22:38.335222
apple,120,95.0,1,28,1.65,1.07,morning,winter,True,174.0,54.0,weekend_peak_demand,2026-05-10T20:22:38.335233
cabbage,28,100.0,0,114,1.79,0.94,morning,summer,True,33.64,5.64,weekend_peak_demand,2026-05-13T05:22:38.335244
cabbage,28,92.0,1,84,1.65,1.04,afternoon,summer,False,32.64,4.64,normal_market,2026-05-10T13:22:38.335256
cabbage,28,60.0,5,83,1.46,1.09,morning,winter,False,32.46,4.46,normal_market,2026-05-11T12:22:38.335268
mango,150,25.0,5,5,0.69,0.77,morning,winter,True,85.38,-64.62,weekend_peak_demand,2026-05-11T23:22:38.335279
banana,40,52.0,4,114,1.3,0.96,morning,winter,True,31.14,-8.86,weekend_peak_demand,2026-05-11T09:22:38.335291
apple,120,70.0,6,103,1.19,1.07,evening,winter,True,118.99,-1.01,normal_market,2026-05-10T21:22:38.335302
apple,120,85.0,3,26,1.36,1.03,morning,winter,True,157.46,37.46,weekend_peak_demand,2026-05-11T14:22:38.335319
tomato,30,82.0,1,77,1.69,1.17,afternoon,summer,True,43.5,13.5,normal_market,2026-05-11T00:22:38.335331
carrot,35,100.0,0,47,1.46,1.04,afternoon,summer,True,49.71,14.71,normal_market,2026-05-10T09:22:38.335342
banana,40,28.0,6,97,0.56,0.88,afternoon,summer,False,18.0,-22.0,waste_prevention_discount,2026-05-12T03:22:38.335354
cabbage,28,100.0,0,87,1.63,0.93,afternoon,winter,True,35.95,7.95,normal_market,2026-05-09T19:22:38.335366
onion,25,76.0,6,35,1.09,1.09,afternoon,monsoon,False,28.88,3.88,normal_market,2026-05-10T16:22:38.335378
banana,40,52.0,4,80,1.08,1.12,morning,monsoon,False,41.62,1.62,normal_market,2026-05-10T05:22:38.335389
apple,120,100.0,0,81,1.59,0.9,afternoon,winter,True,125.08,5.08,normal_market,2026-05-12T20:22:38.335401
banana,40,40.0,5,61,0.94,0.88,evening,summer,True,29.12,-10.88,normal_market,2026-05-09T19:22:38.335412
potato,20,91.0,3,94,1.51,1.02,evening,summer,False,23.68,3.68,normal_market,2026-05-11T11:22:38.335424
cabbage,28,68.0,4,37,1.32,0.96,evening,monsoon,True,31.05,3.05,normal_market,2026-05-11T19:22:38.335435
apple,120,100.0,0,19,2.15,1.0,evening,monsoon,True,174.0,54.0,scarcity_price_surge,2026-05-10T06:22:38.335446
banana,40,40.0,5,28,0.82,0.96,afternoon,winter,False,28.33,-11.67,normal_market,2026-05-11T13:22:38.335457
potato,20,91.0,3,17,1.57,1.1,evening,summer,False,29.0,9.0,normal_market,2026-05-12T06:22:38.335469
carrot,35,50.0,5,111,1.28,0.84,evening,monsoon,True,23.99,-11.01,normal_market,2026-05-11T21:22:38.335480
onion,25,76.0,6,62,1.35,1.04,evening,summer,False,32.02,7.02,normal_market,2026-05-10T06:22:38.335491
mango,150,40.0,4,62,1.05,0.74,morning,winter,True,92.27,-57.73,weekend_peak_demand,2026-05-09T11:22:38.335503
mango,150,70.0,2,7,1.17,0.87,evening,winter,False,168.64,18.64,normal_market,2026-05-11T18:22:38.335515
banana,40,40.0,5,66,1.02,0.84,afternoon,winter,True,26.37,-13.63,normal_market,2026-05-09T13:22:38.335526
carrot,35,70.0,3,18,1.23,0.85,evening,summer,True,39.1,4.1,normal_market,2026-05-10T23:22:38.335538
apple,120,95.0,1,24,1.47,0.91,evening,summer,False,156.77,36.77,normal_market,2026-05-10T17:22:38.335549
potato,20,85.0,5,23,1.26,0.99,afternoon,monsoon,False,23.37,3.37,normal_market,2026-05-12T12:22:38.335561
carrot,35,40.0,6,67,0.95,1.07,afternoon,monsoon,True,28.77,-6.23,normal_market,2026-05-12T00:22:38.335573
banana,40,88.0,1,79,1.53,1.08,evening,monsoon,True,58.0,18.0,normal_market,2026-05-12T03:22:38.335584
cabbage,28,84.0,2,76,1.7,1.12,evening,winter,False,40.6,12.6,normal_market,2026-05-09T06:22:38.335596
mango,150,10.0,6,40,0.58,0.82,morning,summer,False,75.92,-74.08,clearance_low_freshness,2026-05-13T06:22:38.335607
potato,20,91.0,3,27,1.83,0.92,evening,monsoon,True,28.22,8.22,normal_market,2026-05-11T02:22:38.335619
cabbage,28,60.0,5,102,1.08,0.98,morning,monsoon,False,22.26,-5.74,normal_market,2026-05-12T06:22:38.335630
mango,150,100.0,0,74,1.34,1.13,morning,winter,False,217.5,67.5,normal_market,2026-05-10T02:22:38.335642
carrot,35,40.0,6,6,1.14,1.06,evening,summer,True,37.45,2.45,normal_market,2026-05-12T02:22:38.335657
banana,40,88.0,1,22,1.4,1.01,afternoon,winter,True,50.5,10.5,normal_market,2026-05-11T04:22:38.335669
potato,20,100.0,0,106,1.66,1.08,morning,winter,True,26.74,6.74,weekend_peak_demand,2026-05-10T11:22:38.335680
carrot,35,70.0,3,5,1.49,1.09,morning,monsoon,False,50.75,15.75,normal_market,2026-05-12T20:22:38.335692
mango,150,55.0,3,5,1.16,1.02,morning,winter,False,171.35,21.35,normal_market,2026-05-11T11:22:38.335703
cabbage,28,68.0,4,53,1.28,0.94,morning,monsoon,False,29.24,1.24,normal_market,2026-05-09T22:22:38.335715
mango,150,85.0,1,120,2.31,0.87,afternoon,summer,False,192.61,42.61,normal_market,2026-05-10T15:22:38.335726
mango,150,55.0,3,84,1.79,0.72,afternoon,summer,False,114.4,-35.6,normal_market,2026-05-09T21:22:38.335738
tomato,30,28.0,4,118,0.8,0.86,afternoon,monsoon,False,16.33,-13.67,waste_prevention_discount,2026-05-10T08:22:38.335749
onion,25,92.0,2,18,1.84,1.1,evening,winter,False,36.25,11.25,scarcity_price_surge,2026-05-10T10:22:38.335762
carrot,35,60.0,4,93,1.05,1.03,morning,summer,False,28.98,-6.02,normal_market,2026-05-13T01:22:38.335773
carrot,35,60.0,4,90,1.34,0.86,morning,summer,False,26.27,-8.73,normal_market,2026-05-10T17:22:38.335785
potato,20,82.0,6,13,1.23,0.93,morning,summer,False,25.79,5.79,normal_market,2026-05-12T19:22:38.335796
cabbage,28,60.0,5,76,1.17,0.98,evening,summer,False,28.65,0.65,normal_market,2026-05-12T15:22:38.335808
apple,120,90.0,2,37,1.3,1.0,afternoon,summer,True,147.8,27.8,normal_market,2026-05-09T15:22:38.335819
onion,25,88.0,3,17,1.54,0.98,evening,monsoon,True,36.25,11.25,normal_market,2026-05-09T22:22:38.335831
banana,40,88.0,1,83,1.57,1.1,morning,monsoon,True,49.51,9.51,weekend_peak_demand,2026-05-11T19:22:38.335843
